Region,Atmospheric Conditions,Fatalities in crash,Roadway,Roadway Area,Roadway Type,Road Type - Category,Age,Alcohol Results,Driver Over Federal Limit?,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.month
South,Clear,2,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,44,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),2
South,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,22,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),2
South,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,53,0,No,Pedestrian,Unknown,White,Male,Fatal Injury (K),2
South,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,56,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
South,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,41,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Non-incapacitating Evident Injury (B),2
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,15,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),2
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,19,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Possible Injury (C),2
South,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,50,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
West,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,85,0,No,Driver of a Motor Vehicle In-Transport,No,Japanese,Male,Fatal Injury (K),2
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,43,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),2
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,49,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
Northeast,Snow,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,18,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
Northeast,Snow,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,60,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),2
Northeast,Snow,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,30,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),2
Northeast,Snow,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,33,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),2
Midwest,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,18,0,No,Pedestrian,Unknown,White,Male,Fatal Injury (K),2
Midwest,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,43,0.3,Yes,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Possible Injury (C),2
West,Rain,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,47,0.17,No,Bicyclist,Unknown,White,Male,Fatal Injury (K),2
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,21,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2
South,Rain,1,Rural-Unknown Rural,Rural,Unknown Rural,Unknown,33,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),2
South,Rain,1,Rural-Unknown Rural,Rural,Unknown Rural,Unknown,46,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,34,0.19,Yes,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2
West,Clear,2,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,25,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),2
West,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,20,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
West,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,45,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2
Northeast,Cloudy,1,Rural-Major Collector,Rural,Major Collector,Unknown,55,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
Northeast,Cloudy,1,Rural-Major Collector,Rural,Major Collector,Unknown,27,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),2
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,24,0.2,Yes,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,29,0.25,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,22,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,24,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),2
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,51,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),2
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,52,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,3,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),2
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,2,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),2
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,16,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,34,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
West,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,51,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),2
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,25,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,35,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),2
West,Clear,1,Urban-Collector,Urban,Collector,Unknown,40,0.22,Yes,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,22,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),2
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,26,0.24,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2
South,Clear,2,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,51,0.26,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,37,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Non-incapacitating Evident Injury (B),2
South,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,77,0,No,Driver of a Motor Vehicle In-Transport,No,Hawaiian (includes Part-Hawaiian),Female,Fatal Injury (K),2
South,Clear,2,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,16,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Black,Female,Fatal Injury (K),2
South,Clear,2,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),2
South,Clear,2,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,22,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Black,Female,Fatal Injury (K),2
South,Clear,2,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,23,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,19,0,No,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,20,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),2
Midwest,Cloudy,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,Unknown,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Unknown,No Injury (O),2
Midwest,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,15,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),2
Midwest,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,32,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
Midwest,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,34,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),2
Midwest,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,59,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Incapacitating Injury (A),2
Midwest,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,68,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
Midwest,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,93,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2
South,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,48,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),2
South,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,50,Unknown,Unknown,Pedestrian,Unknown,White,Male,Fatal Injury (K),2
South,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,62,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),2
South,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,52,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),2
Northeast,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,25,0.18,No,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2
Northeast,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,25,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),2
Northeast,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,25,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),2
Midwest,Cloudy,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,17,Unknown,Unknown,Occupant of a Motor Vehicle Not In- Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),2
Midwest,Cloudy,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,32,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,59,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Female,Incapacitating Injury (A),2
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,62,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),2
Midwest,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,85,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
West,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,59,0,No,Driver of a Motor Vehicle In-Transport,Unknown,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2
Northeast,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,52,0,No,Pedestrian,No,Black,Male,Fatal Injury (K),2
Midwest,Cloudy,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,28,0.39,Yes,Driver of a Motor Vehicle In-Transport,Unknown,All other races,Male,Fatal Injury (K),2
Midwest,Cloudy,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,57,Unknown,Unknown,Occupant of a Non-Motor Vehicle Transport Device,No,Unknown,Male,No Injury (O),2
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,20,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,22,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Possible Injury (C),2
South,Clear,1,Urban-Principal Arterial-Other Freeways or Expressways,Urban,Principal Arterial,Other Freeways or Expressways,31,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),2
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,84,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
South,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,24,0.23,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
West,Severe Crosswinds,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,65,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
Midwest,Clear,2,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,5,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),2
West,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,6,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),2
West,Clear,1,Rural-Principal Arterial-Interstate,Rural,Principal Arterial,Interstate,71,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,22,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),2
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,50,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Possible Injury (C),2
West,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,55,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2
West,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,24,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
West,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,26,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,37,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),2
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,50,Unknown,Unknown,Pedestrian,Unknown,White,Male,Fatal Injury (K),2
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,30,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Fatal Injury (K),2
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,34,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),2
Midwest,Cloudy,2,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,45,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Non-incapacitating Evident Injury (B),2
Midwest,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,22,0,No,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Non-incapacitating Evident Injury (B),2
Midwest,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,28,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
Midwest,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,29,0,No,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),2
South,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,67,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2
South,Clear,1,Rural-Minor Collector,Rural,Minor Collector,Unknown,24,0,No,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2
Northeast,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,28,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),2
Northeast,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,47,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),2
Northeast,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,33,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),2
Northeast,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,93,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,18,0,No,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,18,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Possible Injury (C),2
Midwest,Cloudy,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,36,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
Midwest,Cloudy,1,Rural-Major Collector,Rural,Major Collector,Unknown,46,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,No,Unknown,Male,Incapacitating Injury (A),2
Midwest,Cloudy,1,Rural-Major Collector,Rural,Major Collector,Unknown,79,0.27,Yes,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
West,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,64,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
South,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,53,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),2
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,48,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
South,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,39,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,61,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Possible Injury (C),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,33,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,33,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,33,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),2
South,Clear,1,Urban-Principal Arterial-Interstate,Urban,Principal Arterial,Interstate,45,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,16,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
Midwest,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,17,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
Midwest,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,64,0,No,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
Midwest,Cloudy,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,21,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
South,Clear,1,Rural-Major Collector,Rural,Major Collector,Unknown,16,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),2
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,25,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Non-incapacitating Evident Injury (B),2
South,Clear,1,Rural-Minor Arterial,Rural,Minor Arterial,Unknown,55,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,20,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),2
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,33,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),2
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,52,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,61,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
Northeast,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,23,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
Northeast,Clear,1,Rural-Local Road or Street,Rural,Local Road or Street,Unknown,23,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),2
Northeast,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,20,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Fatal Injury (K),2
Midwest,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,39,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,No Injury (O),2
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,18,0,No,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,20,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
Midwest,Clear,1,Urban-Minor Arterial,Urban,Minor Arterial,Unknown,33,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,15,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Non-incapacitating Evident Injury (B),2
South,Clear,1,Rural-Principal Arterial-Other,Rural,Principal Arterial,Other,43,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),2
South,Clear,1,Urban-Collector,Urban,Collector,Unknown,31,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),2
South,Clear,1,Urban-Collector,Urban,Collector,Unknown,63,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,18,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,19,0,No,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,57,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Non-incapacitating Evident Injury (B),2
West,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,55,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2
West,Clear,1,Urban-Local Road or Street,Urban,Local Road or Street,Unknown,82,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,No Injury (O),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,26,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Yes,Unknown,Male,Non-incapacitating Evident Injury (B),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,31,Unknown,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Unknown,Female,Incapacitating Injury (A),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,63,0,No,Passenger of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,64,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,No Injury (O),2
South,Clear,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,66,Unknown,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Incapacitating Injury (A),2
West,Cloudy,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,59,0,No,Pedestrian,Unknown,Vietnamese,Male,Fatal Injury (K),2
West,Cloudy,1,Urban-Other Principal Arterial,Urban,Other Principal Arterial,Unknown,85,0,No,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Female,No Injury (O),2
